job_title,address,employment_type,seniority,min_experience,job_categories,salary_type,salary_range,job_description,job_skills
Information Technology - Senior Data Sciences & Analytics Engineer (Data Engineering Track),"TechSQ, 722 Upper Changi Road East 486854","Permanent, Full Time",Professional,3 years exp,Information Technology,Monthly,"$5,500to$11,000","Job Description

We have multiple senior data engineer positions available in the Data Engineering team. The senior data engineer is a senior software developer with strong software engineering skills who is responsible for building custom open-source-based data ingestion and MLOps platforms. He/she has deep appreciation of the complexity of the data engineering process, such as the challenges of data ingestion involving large or near-real-time datasets, the maintenance of high data quality, and the importance of automation for increasing pipeline robustness and reducing the need for human intervention.

Responsibilities:

Be an effective distributed-system implementer in the following core activities:


Design and develop data engineering services and their ecosystem using distributed databases (relational, columnar, graph, in-memory); orchestration (Apache Airflow); and distributed stream/batch data processing (Kafka, Kinesis, Spark).
Design and develop MLOps production pipelines; provide technical support to data scientists/ML engineers by getting their ML/DL models deployed at scale and meeting SLAs on both cloud and on-premises GPU and CPU instances.
Design data models for mission-critical, high-volume, near-real-time/batch data; build idempotent/atomic production data pipelines to make data ingestion more fault tolerant.
Design and develop intuitive, highly automated, self-service data platform functions for business users.


Explore, evaluate and champion the introduction of next-generation technologies in the data-ingestion workflow. Participate in project planning and provide technical guidance on cloud architecture for data projects.

Requirements

BS in Computer Science or other related discipline is required. Advanced degrees in Computer Science (PhD, MS) are highly desirable.
3+ years of relevant industry experience in some or most of the following technical areas:


Advanced programming skills in Python. Conversant with data structures and algorithm design.
Experience in building data pipelines (including data collection, warehousing, processing, analysis, monitoring, and governance) using open-source data ingestion platforms.
Intermediate-level knowledge and experience with AWS cloud components and best practices. Good understanding in deploying data stores such as S3, RedShift, Elasticache, PostgreSQL, and ClickHouse.
Prior experience in modern software development is required (such as web frontend UI, backend API microservices, understanding of CI/CD and Scrum/Kanban agile development). Strong grasp on object-oriented or functional programming (using e.g. Python, Java, Scala, or C#).
","['Warehousing', 'Scala', 'PostgreSQL', 'Pipelines', 'ClickHouse', 'Data Structures', 'Data Quality', 'Project Planning', 'Data Engineering', 'Algorithm Design', 'Orchestration', 'S3', 'Apache', 'Agile Development']"
Data Center,"FORTUNE CENTRE, 190 MIDDLE ROAD 188979","Contract, Full Time",Executive,1 year exp,Information Technology,Monthly,"$1,500to$3,000","Role: Data Center

JD:
Responsibilities

Rack, Build, cable, configure, and provision Intel and AMD Servers
Rack, cable, and deploy Cisco Layer 2 networking equipment
Troubleshoot, test, quality assurance of Server hardware
Professionally resolve hardware issues via trouble ticket
Desired Experience:
1 Years of experience
Experience in PC Hardware and Server Hardware (on Job training provided)
Operating System Installation - Windows Server, Linux, Unix
PC Assembly and HW troubleshooting
Understanding of basic hardware troubleshooting and applying logical methods of resolution
Basic Networking Knowledge
Experience with RAID levels is a plus
","['Switches', 'Asset Management', 'Troubleshooting', 'Hardware', 'Quality Assurance', 'Data Center', 'Inventory', 'VMware', 'SAN', 'Unix', 'Auditing', 'Windows Server', 'Networking', 'Cabling', 'Assembly', 'Linux']"
 , , , , , , , , , 
 , , , , , , , , , 
Head of Data,383 Sin Ming Drive 575717,Full Time,Manager,8 years exp,"Information Technology, Others",Monthly,"$13,000to$16,500","Responsibilities:


Apply your expertise in data science, statistical analysis, data mining and the visualization of data to derive insights that value-add to business decision making (e.g. hypothesis testing, development of MVPs, prototyping etc)
Work with stakeholders from different functions of PMG to architect and design analytics solution to meet business objectives
Develop an enterprise data science strategy to achieve scale, synergies and sustainability of model deployment across data team
Conduct analysis and cultivate on continuous improvement programmes to improve on quality, productivity and delivery
Undertake rigorous analyses of business problems on structured and unstructured data with advanced quantitative techniques
Building and developing data models, data automation systems, performance metrics, and reporting systems
Develop and train predictive / ML models using a diversity of machine learning tools and frameworks
Overseeing the delivery of insights and reports used for analyzing business functions and performance metrics
Provide strategic leadership and technical knowledge to data team


Requirements:

Master Degree or Degree in Computer Science, Data Analytics, Statistics or equivalent
8 years’ experience in quantitative analysis and data science (machine learning / predictive modelling) with at least 3 years of leadership / people management experience
Deep expertise in a range of ML concepts, frameworks and techniques such as logistic regression, clustering, dimensionality reduction, recommendation systems, neural nets etc.
Strong understanding of data infrastructure technologies (e.g. Spark, TensorFlow etc)
Familiar with data engineering methodologies, including SQL, ETL and experience in manipulating data sets with structured and unstructured data using Hadoop, AWS or other big data platforms
Proficient in data visualization and the use of dashboarding tools (e.g. Tableau, Power BI)
Experience with development or delivery of products and solutions with a focus on data driven systems
Experience with development of Data Models
Strong analytical and problem-solving skills
","['TensorFlow', 'Machine Learning', 'Big Data', 'Hadoop', 'Quantitative Analysis', 'Data Engineering', 'SQL', 'Statistics', 'Data Science', 'Decision Making', 'Data Analytics', 'People Management Experience', 'Data Visualization']"
 , , , , , , , , , 
Data Scientist,"THE CENTRAL, 6 EU TONG SEN STREET 059817",Permanent,Professional,2 years exp,Sciences / Laboratory / R&D,Monthly,"$6,000to$12,000","Overview
This position is responsible for researching and developing advanced algorithms with the knowledge of data science or optimization to solve the real problems in the manufacturing process. 

Roles & Responsibilities

Data Analytics: Multivariate time-series analysis, Forecasting models, Data mining, Pattern recognition
Optimization: Linear/Nonlinear Programming, Heuristic algorithms, Stochastic Process
Lead or participate in the project which aims for solving diverse problems from the automotive industry covering acquiring data, algorithm development, and system implementation
Drive research from concepts to feasible output to determine the viability of ideas that leverage the knowledge of data analytics or optimization. 
Acquire the state of the art technologies and present ways to use them for solving real-world problems
Operate and develop models/services deployed in the manufacturing process
Publishing papers in journals/conferences or applying for patents as a result of the research conducted							


Requirements

Bachelor's or Master's degree in Industrial Engineering, Computer Science, Mathematics, or equivalent practical experience 
At least two years of research or development experience in data analytics, or optimization
Research experience in the manufacturing industry is preferred but not required								
Experience in publishing papers or articles from the research practices
Programming skills to implement a novel idea and show their feasibility in the problem solving
Experience in the following: Regression/Classification/Clustering models, Large scale data analysis, Time series analysis, Forecasting models, or Kernel-based methods
Expertise in machine learning or data mining frameworks such as PyTorch, TensorFlow, Scikit-learn, or MLlib
Expertise in processing large scale datasets in distributed data frameworks (Hadoop, Spark, or Hive)
Experience in the following: mathematical modeling and algorithm development using Mathematical programming (Linear programming, Mixed-integer programming), (Meta)Heuristic algorithms, Stochastic Process, or Combinatorial Optimization
Expertise in mathematical programming solvers including GUROBI, or CPLEX							


About Hyundai Motor Group Innovation Center in Singapore (HMGICS)
Hyundai Motor Group Innovation Center in Singapore is Hyundai Motor Group’s initiative to accelerate its innovation efforts for the human-centered mobility ecosystem. A one-stop advanced manufacturing hub, housing a vibrant ecosystem of researchers, technology, training providers and factory of the future, located in Singapore’s Jurong Innovation District. The center will explore business ideas and technologies that will help define the future businesses direction for the company.","['TensorFlow', 'Machine Learning', 'Forecasting', 'Time Series Analysis', 'Data Analysis', 'Mathematical Modeling', 'Hadoop', 'Mathematics', 'Industrial Engineering', 'Data Mining', 'PyTorch', 'Algorithm Development', 'Automotive Industry', 'Data Science', 'Pattern Recognition', 'Data Analytics']"
SAP Data Migration,"TRADEHUB 21, 18 BOON LAY WAY 609966","Contract, Full Time",Executive,3 years exp,"Consulting, Information Technology, Professional Services",Monthly,"$4,000to$10,000","Job Descriptions: •
a) Have a degree in IT or equivalent.
b) Have at least 2+ years of working experience in the SAP Data Migration
c) Have Knowledge in SAP Cross modules and Master Data
d) Able to provide Data migration solutions which including designing, Analyzing implementing, and documenting data migration for SAP S4 Hana
e) Must be able to create Data Migration Architecture, including data loading templates, data mapping, data reference and transformation, data rehearsals, migration cutovers and post-live support.
f) Must have experience with Master Data in Material Master, GL accounts, Centers.
g) Must be able to perform verification and validation of data.
h) Must be able to transform data using Fiori apps.
i) Have good interpersonal and communication skills.","['SAP Implementation', 'Troubleshooting', 'Job Descriptions', 'SAP data management', 'SAP', 'Data Migration', 'Communication Skills', 'Business Process', 'SAP ABAP BAPI', 'Debugging', 'Business Requirements']"
Data Analyst - Trading,"BYLANDS BUILDING, 135 MIDDLE ROAD 188975","Permanent, Full Time",Executive,3 years exp,"Banking and Finance, Information Technology",Monthly,"$7,000to$10,000","A global investment firm is hiring for a Data Analyst for their trading desk. 

You will work alongside Portfolio Managers to:

Develop new reports and analysis tools to support traders and researchers in daily risk management
Develop tools for continuous monitoring of investment portfolio and strategic deep dives


Skills required:

Advanced degree in a quantitative field such as data science, statistics, mathematics, physics or engineering
Coding skills required in at least one programming language (e.g. Python + SQL, VBA) and capacity to work on large datasets
Experience in finance is a plus
Excellent communication skills


Learning opportunities you will have:

Mentorship from industry professionals
Detailed practical hands-on experience with portfolio management and analysis
Contribution to high level decision making on global businesses
Exposure to large scale data analysis technology


EA Reg. No.: R1435970 | EA Licence: 17C8713","['Excellent Communication Skills', 'Asset Management', 'Investment Strategies', 'Quantitative Research', 'Data Analysis', 'VBA', 'Risk Management', 'SQL', 'Portfolio Management', 'Python', 'Team Player', 'trading strategy']"
 , , , , , , , , , 
SAP DATA MIGRATION consultant,"SHENTON HOUSE, 3 SHENTON WAY 068805",Full Time,Middle Management,6 years exp,Information Technology,Monthly,"$8,000to$13,000","Responsibilities:

 Data Migration Detailed activity planning and tracking – Master Plan.
 Data migration Approach Preparation and Scrutinization.
 Data Migration Briefing and walkthrough with client for each DM cycle.
 Data Migration requirement gathering (Transformation rules/mapping rules/selection rules) with Business Users.
 Data Migration Issue logging and tracking.
 Pre-load Validations of Data load templates.
 Data load activity tracking and scenarios execution with SNP.
 Reconciliation Execution and Address deviations if any in Pre and Post Load.
 Sign off execution and Tracking.
 Strong organizational skills and ability to multi-task
 Provides management with regular project updates, creates, and maintains trusting relationships, identifies, and manages project issues, identifies project risks early and assists by providing prudent and timely recommendations for risk response.
 Partners with various functional and technical teams within the SAP program
 Communicates effectively with stakeholders and team members.
 Reports on the status, issues, and key activities

Requirements:


 Bachelor's degree from an accredited college or university is preferred
 Minimum of 6+ years of experience
 Excellent communication skill; able to speak and write well in English
 Ability to understand business processes from a customer perspective
 Ability to work in a team environment, effectively interacting with others
 Ability to effectively develop presentations and present ideas and proposals to all levels of
management
 Excellent verbal/written communication, collaboration, analytical and presentation skills
","['Negotiation', 'CRM', 'Ability to Multitask', 'Customer Relationship', 'Lifestyle', 'Social Media', 'Legislation', 'Trusting Relationships', 'Logging', 'SAP', 'Data Migration', 'Compliance', 'Presentation Skills', 'Team Player', 'Activity Planning', 'Conflict']"
Director-Data Science,"ONE MARINA BOULEVARD, 1 MARINA BOULEVARD 018989",Permanent,Senior Management,8 years exp,Banking and Finance,Monthly,"$14,300to$22,500","You Lead the Way. We’ve Got Your Back.

With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse community of colleagues with an unwavering commitment to back our customers, communities, and each other. Here, you’ll learn and grow as we help you create a career journey that’s unique and meaningful to you with benefits, programs, and flexibility that support you personally and professionally.

At American Express, you’ll be recognized for your contributions, leadership, and impact—every colleague has the opportunity to share in the company’s success. Together, we’ll win as a team, striving to uphold our company values and powerful backing promise to provide the world’s best customer experience every day. And we’ll do it with the utmost integrity, and in an environment where everyone is seen, heard and feels like they belong.

Join Team Amex and let's lead the way together.

Functional Description

Unleash your analytical skills to define the future of how we serve our customers. How we serve our customers is consistently evolving and is a challenge we gladly accept. Whether you are finding new ways to prevent identity fraud or enabling customers to start a new business, you can work with one of the most valuable data sets in the world to identify insights and actions that have a meaningful impact on our customers and our business. And, with opportunities to learn from leaders who have defined the course of our industry, you can grow your career and define your own path. Find your place in risk and analytics in #teamamex.

The Credit and Fraud Risk Team of American Express is looking for a Director to lead and develop a diverse team of high-performing risk professionals to build, implement and enhance predictive models that enable better new account underwriting decisions for consumer portfolios at American Express.

Responsibilities

Developing and managing machine learning models for new account underwriting, and interacting with business partners to integrate models with business decisions
Planning and delivering of high performing models, meeting agreed deadlines and ensuring accurate, efficient implementation of models in production systems
Performing annual reviews, performance monitoring reviews, retrains and remediation activity on models as required
Ensuring all deliveries conform to AXP’s Model Risk Governance Framework and regulatory requirements and producing robust, clear documentation
Learning industry developments and best practices, conducting research and development to incorporate best in class modelling methodologies and share with the team

Qualifications

Excellent analytical skills helping to develop and implement predictive machine learning models on large data sets in Hadoop environments using tools such as Hive, Python, and SQL
Strong people leader and team player with a demonstrated ability to develop team members and create highly effective and results-driven culture
Strong relationship management and proven track record of positively collaborating and partnering with stakeholders
Two or more years of experience in credit, fraud or compliance risk management practices in a Financial Services company

Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.","['Machine Learning', 'Customer Experience', 'Hadoop', 'Predictive Analytics', 'Research and Development', 'SQL', 'Underwriting', 'Python', 'Fraud', 'Data Science', 'Financial Services']"
 , , , , , , , , , 
 , , , , , , , , , 
Senior / Data Engineer,"INCOME CENTRE, 75 BRAS BASAH ROAD 189557",Permanent,Professional,3 years exp,Information Technology,Monthly,"$6,000to$9,500","The Senior Data Engineer will be responsible for the design, develop, and maintain:

Best Practices for Data Architecture and Design Patterns for Data Engineering Use-Cases.
Real-time data feeds from database sources like MySQL, Oracle, and MS SQLServer using the “Change Data Capture Engine” aka “CDC”.
Sub-Second Real-Time Data Pipelines using AWS Kinesis, Glue, Spark, Kinesis, Lambda .
Batch Pipeline Orchestration using on Apache Airflow and Jenkins.
Auto Scalable platform using Kubernetes on EKS.
Org Wide Master Data Management, Data Catalog Engine, and Data Quality Engine.
Code Repo Pipeline to automate Continuous Integration and Continuous Deployment (CI / CD).
Structure Tables with Partitioning and Clustering to increase Cost & Performance Benefits.
Guide Data Analysts and Data Scientists to write efficient queries and workloads.
Data Sharing with On-Demand Encryption/Decryption which can operate at Scale.
Running Containerized ETL workflow at scale.

Qualifications:

Bachelor Degree of Computer Science, IT or equivalent
at least 3 - 4 years of data engineering experience
Have strong fundamentals in Computer Science concepts like Cloud Computing Architecture, Distributed Computing, High-Velocity Data Processing, Lambda Architecture, etc…
Strong Data modeling and managing Distributed Computing Platforms for Data Processing.
Advance knowledge of SQL and writing resource-efficient queries.
Have at least 2+ years of professional programming experience in Python.
Have at least 2+ years of experience in running a data processing pipelines on either of these: Google BigQuery, Redshift, Hadoop, Presto, Spark, or KSQL.
Have at least 2+ years of experience in writing Sub-Second Real-Time pipelines using Google DataFlow(Apache Beam), PubSub, Kinesis Stream, Lambda, etc...
Have a good understanding of how Kubernetes clusters work and scale on-demand.
Have adequate experience using Containers for Data Engineering workload.
Implemented manual or automated tools for Data Quality, Catalog, and Lineage.
Uphold the sense of Frugality across Data Engineering teams.
Have Good Interpersonal and Presentation Skills to explain and promote Best Practices across the organization with both technical as well as non-technical stakeholders.
","['Kubernetes', 'Oracle', 'Data Modeling', 'AWS', 'Hadoop', 'MySQL', 'ETL', 'Data Quality', 'Data Engineering', 'SQL', 'Python', 'Continuous Integration', 'AWS Lambda']"
Data Architect,"SHAW CENTRE, 1 SCOTTS ROAD 228208","Contract, Permanent, Full Time",Executive,5 years exp,Information Technology,Monthly,"$8,000to$13,000","Job Requirements

- As a Data Engineering Architect, you will use comprehensive modern data engineer techniques and methods with Advanced Analytics to support business decisions for client.

- You can collect, aggregate, and analyze structured/unstructured data from multiple internal and external sources and patterns, insights, and trends to decision-makers.

- Your goal is to support the use of data-driven insights to help our Clients achieve business outcomes and objectives. 

- In this role, you will collect, aggregate, store, and reconcile data in support of Client business decisions. 

- You will help design and build data pipelines, data streams, reporting tools, information dashboards, data service APIs, data generators and other end-user information portals and insight tools. 

- You will be a critical part of the data supply chain, ensuring that stakeholders can access and manipulate data for routine and ad hoc analysis to drive business outcomes using Advanced Analytics.

• Translate business requirements to technical solutions leveraging strong business acumen.
• Analyzes current business practices, processes and procedures as well as identifying future business opportunities for leveraging Microsoft Azure Data & Analytics PaaS Services.
• Support the planning and implementation of data design services, providing sizing and configuration assistance and performing needs assessments.
• Delivery of architectures for transformations and modernizations of enterprise data solutions using Azure cloud data technologies.
• Design and Build Modern Data Pipelines and Data Streams.
• Design and Build Data Service APIs.
• Develop and maintain data warehouse schematics, layouts, architectures and relational/non-relational databases for data access and Advanced Analytics.
• Expose data to end users using PowerBI, Azure API Apps or any other modern visualization platform or experience.
• Implement effective metrics and monitoring processes.
• Travel as needed


Saghana Sithara | Registration Number: R1550224","['Microsoft Azure', 'Azure', 'Big Data', 'Pipelines', 'Architect', 'Hadoop', 'Business Acumen', 'Data Design', 'Data Engineering', 'PowerBI', 'Planning and Implementation', 'Data Architecture', 'Visualization', 'API', 'Databases', 'Business Requirements']"
Lead Data Engineer,"CROSS STREET EXCHANGE, 18 CROSS STREET 048423",Full Time,Professional,5 years exp,"Consulting, Information Technology",Monthly,"$11,000to$18,000","Are you at your most vibrant when you’ve successfully distilled data into its simplest, most meaningful form?
Thoughtworks is a global software consultancy with an aim to create a positive impact on the world through technology. Our community of technologists thinks disruptively to deliver pragmatic solutions for our clients' most complex challenges. We are curious minds who come together as collaborative and inclusive teams to push boundaries, free to be ourselves and make our mark in tech.
Our developers have been contributing code to major organizations and open source projects for over 25 years. They’ve also been writing books, speaking at conferences and helping push software development forward, changing companies and even industries along the way. We passionately believe that software quality is driven by open communication, review and collaboration. That’s why we’re such vehement supporters of open source and have made significant contributions to open source tools for testing, continuous delivery (GoCD), continuous integration (CruiseControl), machine learning and healthcare.
As consultants, we work with our clients to ensure we’re evolving their technology and empowering adaptive mindsets to meet their business goals. You could influence the digital strategy of a retail giant, build a bold new mobile application for a bank or redesign platforms using event sourcing and intelligent data pipelines. You will learn to use the latest Lean and Agile thinking, create pragmatic solutions to solve mission-critical problems and challenge yourself every day.
Data Engineers develop modern data architecture approaches to meet key business objectives and provide end-to-end data solutions. You might spend a few weeks with a new client on a deep technical review or a complete organizational review, helping them to understand the potential that data brings to solve their most pressing problems. On other projects, you might be acting as the architect, leading the design of technical solutions, or perhaps overseeing a program inception to build a new product. It could also be a software delivery project where you're equally happy coding and tech-leading the team to implement the solution.
You’ll spend time on the following:
You might spend a few weeks with a new client on a deep technical review or a complete organizational review, helping them to understand the potential that data brings to solve their most pressing problems
You will partner with teammates to create complex data processing pipelines in order to solve our clients’ most ambitious challenges
You will collaborate with Data Scientists in order to design scalable implementations of their models
You will pair to write clean and iterative code based on TDD
Leverage various continuous delivery practices to deploy, support and operate data pipelines
Advise and educate clients on how to use different distributed storage and computing technologies from the plethora of options available
Develop and operate modern data architecture approaches to meet key business objectives and provide end-to-end data solutions
Create data models and speak to the tradeoffs of different modeling approaches
On other projects, you might be acting as the architect, leading the design of technical solutions, or perhaps overseeing a program inception to build a new product
Seamlessly incorporate data quality into your day-to-day work as well as into the delivery process
Here’s what we’re looking for:
You are equally happy coding and leading a team to implement a solution
You have a track record of innovation and expertise in Data Engineering
You’re passionate about craftsmanship and have applied your expertise across a range of industries and organizations
You have a deep understanding of data modelling and experience with data engineering tools and platforms such as Kafka, Spark, and Hadoop
You have built large-scale data pipelines and data-centric applications using any of the distributed storage platforms such as HDFS, S3, NoSQL databases (Hbase, Cassandra, etc.) and any of the distributed processing platforms like Hadoop, Spark, Hive, Oozie, and Airflow in a production setting
Hands on experience in MapR, Cloudera, Hortonworks and/or cloud (AWS EMR, Azure HDInsights, Qubole etc.) based Hadoop distributions
You are comfortable taking data-driven approaches and applying data security strategy to solve business problems
You’re genuinely excited about data infrastructure and operations with a familiarity working in cloud environments
Working with data excites you: you have created Big data architecture, you can build and operate data pipelines, and maintain data storage, all within distributed systems
Advocate your data engineering expertise to the broader tech community outside of Thoughtworks, speaking at conferences and acting as a mentor for more junior-level data engineers
Assure effective collaboration between Thoughtworks’ and the client’s teams, encouraging open communication and advocating for shared outcomes","['Machine Learning', 'Cloud solutions', 'Cloud Applications', 'Big Data', 'Hadoop Database', 'Pipelines', 'Architect', 'Hadoop', 'Data Quality', 'Data Engineering', 'EMR', 'Security Strategy', 'Data Architecture', 'cloud-based platform', 'Databases', 'Software Development']"
"Data Governance, Consultant / Principal","AIA TOWER, 1 ROBINSON ROAD 048542","Permanent, Full Time",Senior Executive,4 years exp,Information Technology,Monthly,"$9,000to$13,000","The Data Governance Consultant will be responsible in the development and execution of Data Strategies and Data Governance initiatives of AIA Singapore

Job Description

Plan the development and execution of Data strategies that supports the Enterprise Data roadmap and Govern and set the future enhancement strategy on AIA’s enterprise data warehouse by working with the data owners & champions across the business
Form best practices on data management via the Data Governance Framework and work with IT and data owners/champions to roll out across the organization
Execution of Data Quality assessment for key systems and critical data elements and Implementation of Data Governance tools like metadata management, reference data management, master data management and data quality
Own the approach and structure to the data model in EDW by structuring it to the business needs
Set and execute strategies that will incrementally improve data quality, consistency, currency and completeness and eliminate redundancy
Oversee governance of data quality through fit-for-purpose data quality reporting to the Data Management Council
Build and maintain strong and effective relationships with key internal and external business stakeholders to ensure that data meets the expectation of key business stakeholders
Collaborate with IT to develop data infrastructure and architecture strategies that promote data quality, seamless data sharing and data accountability

Requirements

Bachelor’s degree and above in Analytics, Information Systems Management, Computer Science or related fields with 5-8 years of experience in data governance master data management, data quality related projects.
Able to thrive in a fast paced, highly challenging environment
Proven and demonstrable ability in implementing business intelligence and reporting frameworks to influence and drive management decisions on strategies
Able to manipulate and analyse complex, high-volume and high-dimensionality data from various sources
Good understanding of design and architecture principles
Team player who is detailed and deadline oriented, with a strong work ethic
Excellent verbal , written communications (English) and presentation skill
Strong analytical, problem solving and critical thinking skills
Expert on any of the Data Governance related tool namely Data360. Knowledge of IDQ, AXON, EDC will be a plus. Hands-on experience in SQL, Alteryx, Tableau or BI Tool is ideal.
Strong project management skills and ability to manage multiple priorities
","['Tableau', 'Management Skills', 'Business Intelligence', 'Data Sharing', 'Currency', 'Data Management', 'EDC', 'Data Quality', 'Data Governance', 'SQL', 'Written Communications', 'Project Management', 'Analytical Problem Solving', 'Accountability', 'Master Data Management']"
Data Monitoring Engineer,"SUNTEC TOWER FIVE, 5 TEMASEK BOULEVARD 038985",Permanent,Junior Executive,1 year exp,Information Technology,Monthly,"$3,000to$5,000","About MSIGHTS
Founded in 2004, MSIGHTS (msights.com) provides cloud-based marketing data integration services to some of the world’s most sophisticated global advertisers. As marketing channels proliferate, so do the data sources marketers must examine in order to quantify results and guide strategy. MSIGHTS services make marketers more efficient and successful by providing a single view of overall marketing performance with actionable insights on what works and what doesn’t. The MSIGHTS Platform automatically collects and reconciles disparate data, making it immediately available to fuel a wide variety of analytical and visualization tools. The Data Monitoring Engineer Position is offered in our Singapore office.

Location: Singapore

Company Core Values

Help Clients Win
Own Every Step
Do What You Say
Support Your team
Be an Expert

Job Summary

Monitor all daily operations through the data value chain
QA data based on boards and daily data intake
Interest in data (Trending, rules, behavior)
As part of the MSIGHTS Technology team, this position requires a great capacity to innovate, take initiative, an ability to consistently deliver above expectation, a passion for continuous improvement, and a willingness to work hard and be rewarded.

Responsibilities and Duties

Will need perform daily data operations at specific times (early morning shift or late night shift).
Monitor daily intake of data through its various channels (API, Email, FTP) and solve problems as they arise
Daily QA of data to spot inconsistencies, unusual trending or errors and communicate findings
The candidate is required to document, generate ideas, and follow established work procedures and methodologies.

Qualifications and Skills

1+ years of IT related experience.
SQL Server knowledge is a necessity. PostgreSQL, SSIS, or AWS Services (Athena, Spectrum, GLUE) are desirable.
Must be a self-starter, willing to take the initiative and propose innovation in MSIGHTS products and/or processes.
Strong communications skills — both written and verbal — and the ability to work well with an internal team.
Must be detail-oriented, committed to quality, responsible, punctual and client-focused, all while being flexible and entrepreneurial in a fast-paced international work environment.
Analytical and problem-solving skills, and experience applying these skills to resolve potential issues
Bachelor’s Degree or equivalent.
","['Ability to Multitask', 'PostgreSQL', 'Ability To Work Independently', 'Data Management', 'ETL', 'Data Integration', 'Data Quality', 'Data Governance', 'Marketing', 'SQL', 'Attention to Detail', 'SQL Server', 'SSIS', 'Databases']"
 , , , , , , , , , 
 , , , , , , , , , 
"Data Analyst(.Net, Tableau)","THE OCTAGON, 105 CECIL STREET 069534","Contract, Full Time",Senior Executive,5 years exp,Information Technology,Monthly,"$7,000to$10,000","Required resource with data mining/analyst skill and developer (.NET, SQL) skills

• Leverage on data analytics knowledge & experience to facilitate to uncover the business pattern.
'• Perform Data mining work and analysis, present result in a clear manner for the deployment of IAM Roled Based.
• Processing, cleansing, and verifying the integrity of data used for analysis
• Able to articulate clearly the business objective and the corresponding technical work to accomplish this.
o Expect him to build up the required report in Tableau/3rd party Tool
o Documenting and communicating the results of your efforts.
• Expect him to provide support on Tableau / UAT/ 3rd party tool , as business is embarking on self-service journey for business intelligence platform.
• Managing users requests and user roles.
• Handling confidential data and information according to guidelines.
• Developing dashboards for analysis using Tableau/3rd party tool from multiple production systems.
• Managing and designing the reporting environment, including data sources, security, and metadata.
• Supporting initiatives for data integrity and normalization.
• Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.
• Troubleshooting the reporting database environment and reports.
• Evaluating changes and updates to source systems.
• Training end users on new reports and dashboards.
• Providing technical expertise on data storage structures, data mining, and data cleansing.

","['Tableau', 'UAT', 'Business Intelligence', 'Troubleshooting', '.NET', 'Assessing', 'Data Mining', 'Metadata', 'Articulate', 'Data Analytics']"
Manager - Data Science,"ONE MARINA BOULEVARD, 1 MARINA BOULEVARD 018989",Full Time,Manager,2 years exp,Information Technology,Monthly,"$10,000to$13,000","You Lead the Way. We’ve Got Your Back.
With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse community of colleagues with an unwavering commitment to back our customers, communities, and each other. Here, you’ll learn and grow as we help you create a career journey that’s unique and meaningful to you with benefits, programs, and flexibility that support you personally and professionally.
At American Express, you’ll be recognized for your contributions, leadership, and impact—every colleague has the opportunity to share in the company’s success. Together, we’ll win as a team, striving to uphold our company values and powerful backing promise to provide the world’s best customer experience every day. And we’ll do it with the utmost integrity, and in an environment where everyone is seen, heard and feels like they belong.
Join Team Amex and let's lead the way together.
Functional Description
Decision Science colleagues will serve as a key member of the Credit and Fraud Risk organization. We seek a thought-leader and a problem-solver who can blend business, technical, and industry best practices when it comes to developing the analyses, models, and algorithms that power our customers’ digital experiences.
This critical team is responsible for managing enterprise risks throughout the customer lifecycle, across our consumer and commercial businesses, and across all our global products. We develop industry-first data capabilities, build profitable decision-making frameworks, create machine learning-powered predictive models, and improve customer servicing strategies.
Our Decision Science teams use industry leading modeling and AI practices to predict customer behavior. We develop, deploy and validate predictive models and support the use of models in economic logic to enable profitable decisions across credit, fraud, marketing and servicing optimization engines.
Responsibilities:

Work with massive amounts of digital data (Web, App, API) and sophisticated tools in an industry leading Big Data environment.
Build everything from basic reports to advanced machine learning models and algos to drive improvements to our customer’s online and mobile app experiences.
Work with product owners to revolutionize the product and content design with a data-driven approach
Collaborate with tech partners to test, implement and deploy modeling solutions to production system.
Develop insights into customer behavior and introduce new approaches to transform complex behavioral data into actionable information
Leverage the power of closed loop through Amex network to make decisions more intelligent and relevant
Innovate with a focus on developing newer and better approaches using big data & machine learning solutions

Qualifications:

PhDs in a quantitative field (Computer Science, Statistics, Mathematics, Physics, Operation Research and etc.) with hands-on experience leveraging sophisticated analytical and machine learning techniques. PhD degree with practical experiences NLP is a significant plus.
Expertise in an analytical language (Python, R or the equivalent), and experience with databases (Hive, SQL, or the equivalent). Knowledge of SAS is a plus but not required.
Deep understanding of machine learning/statistical algorithms such as deep learning and boosting. Experience with data visualization is a plus
Demonstrated ability to frame business problems into mathematical programming problems, leverage external thinking and tools (from academia and/or other industries) to engineer a solution and deliver business insights.
Ability to work effectively in a team environment
Independent thinker who’s organized, has great attention to detail, and can multi-task
Strong communication skills
Ability to learn quickly and work independently with sophisticated, unstructured initiatives
Ability to integrate with cross-functional business partners worldwide
Proficient in presentation tools, including Excel and PowerPoint
","['Machine Learning', 'Modeling', 'Big Data', 'Physics', 'Mathematics', 'SQL', 'Attention to Detail', 'Python', 'Fraud', 'Statistics', 'Databases', 'Data Visualization']"
